Project,File Name,Design Pattern,URL,Human Summary
AbdurRKhalid,DataSourceDecorator.java,Decorator,https://github.com/SamSike/DPS-Corpus/blob/main/AbdurRKhalid/Structural/Decorator/Decorator/DataSourceDecorator.java,DataSourceDecorator is an abstract decorator implementing DataSource. It holds a reference to another DataSource (wrappee) and delegates writeData() and readData() calls to it. This class forms the base for concrete decorators that add extra functionality without altering the original component.
AbdurRKhalid,AudioMixer.java,Facade,https://github.com/SamSike/DPS-Corpus/blob/main/AbdurRKhalid/Structural/Facade/AudioMixer.java,"AudioMixer is a part of a facade pattern. It simulates audio processing for video files. Its fix() method prints a message indicating audio adjustment and returns a temporary File object, representing the processed output."
AbdurRKhalid,BitrateReader.java,Facade,https://github.com/SamSike/DPS-Corpus/blob/main/AbdurRKhalid/Structural/Facade/BitrateReader.java,"BitrateReader provides static methods for video processing. read() simulates reading a video file with a given codec, while convert() simulates writing or converting the file. Both methods print status messages and return the processed VideoFile, forming part of a Facade pattern for media conversion"
AbdurRKhalid,Codec.java,Facade,https://github.com/SamSike/DPS-Corpus/blob/main/AbdurRKhalid/Structural/Facade/Codec.java,"Codec is a marker interface representing a video codec type. It defines no methods but serves as a common type for codec implementations, enabling polymorphism in video processing operations within the Facade pattern."
AbdurRKhalid,CodecFactory.java,Facade,https://github.com/SamSike/DPS-Corpus/blob/main/AbdurRKhalid/Structural/Facade/CodecFactory.java,CodecFactory is a helper in the facade pattern that determines the codec type of a VideoFile and returns the appropriate implementation (MPEG4CompressionCodec or OggCompressionCodec). It prints diagnostic messages during extraction for video conversion.
AbdurRKhalid,MPEG4CompressionCodec.java,Facade,https://github.com/SamSike/DPS-Corpus/blob/main/AbdurRKhalid/Structural/Facade/MPEG4CompressionCodec.java,"MPEG4CompressionCodec is a concrete implementation of the Codec interface representing the MP4 format. It defines a public type field set to ""mp4"", used for identifying the codec during video processing in the Facade pattern"
AbdurRKhalid,OggCompressionCodec.java,Facade,https://github.com/SamSike/DPS-Corpus/blob/main/AbdurRKhalid/Structural/Facade/OggCompressionCodec.java,"OggCompressionCodec is a concrete implementation of the Codec interface in the facade pattern representing the OGG format. It contains a public type field set to ""ogg"", used for identifying the codec during video conversion."
AbdurRKhalid,Test.java,Client (no pattern),https://github.com/SamSike/DPS-Corpus/blob/main/AbdurRKhalid/Structural/Facade/Test.java,"This test demonstrates the Facade pattern. It uses VideoConversionFacade to convert an OGG video file to MP4 format, hiding complex operations like codec extraction, bitrate reading, audio fixing, and file handling behind a simple convertVideo() method for ease of use."
AbdurRKhalid,VideoConversionFacade.java,Facade,https://github.com/SamSike/DPS-Corpus/blob/main/AbdurRKhalid/Structural/Facade/VideoConversionFacade.java,"VideoConversionFacade, part of facade pattern, simplifies video conversion by hiding complex steps that are codec extraction, bitrate reading, format conversion, and audio fixing behind a single convertVideo() method. It uses helper classes (CodecFactory, BitrateReader, AudioMixer) and returns the final converted file."
AbdurRKhalid,VideoFile.java,Facade,https://github.com/SamSike/DPS-Corpus/blob/main/AbdurRKhalid/Structural/Facade/VideoFile.java,"VideoFile represents a video with a name and codec type. The codec type is derived from the file extension in the constructor. It provides getCodecType() and getName() methods for accessing these properties, supporting video conversion operations in the Facade pattern."
JamesZBL,Captain.java,AbstractFactory,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/abstract-factory/Captain.java,"The Captain interface in the Abstract Factory pattern defines a type of Member, serving as a blueprint for creating consistent captain objects."
JamesZBL,Member.java,AbstractFactory,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/abstract-factory/Member.java,"The Member interface defines a contract for ship members or related entities, requiring them to provide a description via the getDescription() method, supporting the Abstract Factory pattern's consistency"
JamesZBL,NewShip.java,AbstractFactory,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/abstract-factory/NewShip.java,"The NewShip class implements the Ship interface and represents a specific type of ship with a fixed description, ""I am a brand-new ship,"" supporting the Abstract Factory pattern's product creation."
JamesZBL,OldCaptain.java,AbstractFactory,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/abstract-factory/OldCaptain.java,"The OldCaptain class implements the Captain interface and represents a specific type of captain with a fixed description, ""I am an old captain,"" aligning with the Abstract Factory pattern's product family."
JamesZBL,OldSailor.java,AbstractFactory,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/abstract-factory/OldSailor.java,"The OldSailor class implements the Sailor interface and represents a specific type of sailor with a fixed description, ""I am an old sailor,"" as part of the Abstract Factory pattern's product family."
JamesZBL,OldShip.java,AbstractFactory,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/abstract-factory/OldShip.java,"The OldShip class implements the Ship interface and represents an old ship with a fixed description, ""I am a worn-out ship,"" as part of the Abstract Factory pattern's product family."
JamesZBL,PermanentTeamFactory.java,AbstractFactory,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/abstract-factory/PermanentTeamFactory.java,"The PermanentTeamFactory class implements the TeamFactory interface, creating a family of related products (OldShip, OldCaptain, and OldSailor), demonstrating the Abstract Factory pattern's ability to produce consistent object groups."
JamesZBL,Sailor.java,AbstractFactory,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/abstract-factory/Sailor.java,"The Sailor interface extends Member, representing a specialized type of team member in the Abstract Factory pattern."
JamesZBL,Ship.java,AbstractFactory,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/abstract-factory/Ship.java,"The Ship interface extends Member, defining a specific type of team member within the Abstract Factory pattern."
JamesZBL,TeamFactory.java,AbstractFactory,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/abstract-factory/TeamFactory.java,"The TeamFactory interface defines methods to create related objects (Ship, Captain, Sailor), forming a cohesive team in the Abstract Factory pattern."
JamesZBL,YoungCaptain.java,AbstractFactory,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/abstract-factory/YoungCaptain.java,"The YoungCaptain class implements Captain, representing a young captain, adhering to the Abstract Factory pattern."
JamesZBL,YoungSailor.java,AbstractFactory,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/abstract-factory/YoungSailor.java,"The YoungSailor class implements Sailor, representing a young sailor aligning with the Abstract Factory pattern."
JamesZBL,YoungTeamFactory.java,AbstractFactory,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/abstract-factory/YoungTeamFactory.java,"The YoungTeamFactory class implements TeamFactory, creating a cohesive set of ""young"" team objects in the Abstract Factory pattern."
JamesZBL,Application.java,Client (no pattern),https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/adapter/Application.java,"This code demonstrates the client which allow the Driver class to interact with a Bus interface in a compatible way, enabling the drive method to work seamlessly without modifying the existing Driver class."
JamesZBL,Bus.java,Adapter,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/adapter/Bus.java,"This code defines the Bus class, which acts as the adaptee in the Adapter Design Pattern, providing the run method that the adapter will adapt to a compatible interface for the client."
JamesZBL,BusAdapter.java,Adapter,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/adapter/BusAdapter.java,"BusAdapter is an adapter implements the Car interface by internally using a Bus object. It adapts the Bus method run() to the Car method drive(), enabling a bus to behave like a car through the adapter pattern."
JamesZBL,Car.java,Adapter,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/adapter/Car.java,"Car interface is an interface with a single method drive(). It represents the target interface in the Adapter pattern, which clients expect to use. Classes like BusAdapter implement this interface to adapt other types (e.g., Bus) to behave like a Car."
JamesZBL,Driver.java,Adapter,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/adapter/Driver.java,"Driver implements Car but actually delegates to another Car instance (car.drive()). It acts as the client/invoker that works against the target interface (Car), enabling dependency injection."
JamesZBL,Member.java,AbstractFactory,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/abstract-factory/Member.java,"The Member interface defines a contract for ship members or related entities, requiring them to provide a description via the getDescription() method, supporting the Abstract Factory pattern's consistency"
JamesZBL,Application.java,Client (no pattern),https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/decorator/Application.java,"Application demonstrates the Decorator pattern as a client. It first executes a basic CarpenterOperation, then decorates it with HammerSmithOperation to add extra functionality. The main method logs steps and calls checkBefore(), join(), and checkAfter() for both operations, showing layered behaviour enhancement."
JamesZBL,CarpenterOperation.java,Decorator,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/decorator/CarpenterOperation.java,"CarpenterOperation class implements Operation for a carpenter’s tasks as a prt of a decorator design pattern. It logs three steps that are checking wood, crafting the hammer handle, and inspecting the finished handle."
JamesZBL,HammerSmithOperation.java,Decorator,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/decorator/HammerSmithOperation.java,"HammerSmithOperation is a decorator that adds ironwork steps to an existing Operation. It wraps a previous operation and extends its behaviour by logging extra tasks that are checking iron, forging the hammerhead, and inspecting the finished head, while preserving the original steps."
JamesZBL,Operation.java,Decorator,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/decorator/Operation.java,"This Operation interface is a component in a decorator pattern that defines three methods namely checkBefore(), join(), and chekcAfter() representing sequential steps for an assembly line operation."
JamesZBL,Application.java,Client (no pattern),https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/facade/Application.java,"This code demonstrates the Facade pattern by using CourseFacade to simplify complex operations. The main method calls prepare(), proceed(), and stop() through the facade, providing a unified interface for managing course-related processes."
JamesZBL,CourseFacade.java,Facade,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/facade/CourseFacade.java,"CourseFacade implements the Facade pattern by managing a list of course participants (CourseTeacher and CourseStudent). It provides simplified methods, prepare(), proceed(), and stop() that internally trigger multiple actions for all participants, hiding complex interactions behind a single unified interface."
JamesZBL,CourseParticipator.java,Facade,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/facade/CourseParticipator.java,"CourseParticipator is an abstract class represents a course participant with methods for preparing, proceeding, stopping, going to school, and going home in a Facade pattern. It uses an Event enum and an action() dispatcher to execute these steps dynamically, logging each action. It serves as a base for concrete participant types."
JamesZBL,CourseStudent.java,Facade,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/facade/CourseStudent.java,"CourseStudent in a facade pattern represents a student as a concrete implementation of CourseParticipator. It overrides the name() method to return ""Student"" (in mandarin), enabling event driven actions like preparing, attending, and finishing class through the inherited behaviour from the abstract base class."
JamesZBL,CourseTeacher.java,Facade,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/facade/CourseTeacher.java,"CourseTeacher class inside the facade pattern represents a teacher as a concrete implementation of CourseParticipator. It overrides the name() method enabling event driven actions like preparing, teaching, and finishing class through inherited behaviour from the abstract base class."
JamesZBL,Application.java,Client (no pattern),https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/factory-method/Application.java,"Application demonstrates the Factory Method pattern. It uses different Cook implementations (WesternCook, ChineseCook) to create Food objects of types COLD and HOT. It logs the prepared food, showing how object creation is delegated to subclasses for flexibility."
JamesZBL,ChineseCook.java,Factory Method,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/factory-method/ChineseCook.java,"ChineseCook implements the Cook interface for Chinese cuisine. It overrides cookFood() to create and return a ChineseFood object based on the specified FoodType, serving as a concrete factory in the Factory Method pattern."
JamesZBL,ChineseFood.java,Factory Method,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/factory-method/ChineseFood.java,"ChineseFood represents a Chinese food item. It stores a FoodType, provides a getter, and overrides toString() to return the food type’s name. It serves as a concrete product in the Factory Method pattern."
JamesZBL,Cook.java,Factory Method,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/factory-method/Cook.java,"Cook interface defines a Cook contract with a single method cookFood(FoodType foodType). It represents the creator role in the Factory Method pattern, allowing different implementations to produce specific Food objects based on the given type."
JamesZBL,Food.java,Factory Method,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/factory-method/Food.java,"The Food interface defines a Food contract with a single method getFoodType(). It represents the product role in the Factory Method pattern, allowing different concrete food classes to specify and return their associated FoodType."
JamesZBL,FoodType.java,Factory Method,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/factory-method/FoodType.java,FoodType enum defines FoodType with two constants: HOT and COLD. Each type stores a descriptive name and provides a getName() method. It categorises food temperature for use in the Factory Method pattern when creating specific food objects.
JamesZBL,WesternCook.java,Factory Method,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/factory-method/WesternCook.java,"westernCook implements the Cook interface for Western cuisine. It overrides cookFood() to create and return a WesternFood object based on the given FoodType, acting as a concrete factory in the Factory Method pattern."
JamesZBL,WesternFood.java,Factory Method,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/factory-method/WesternFood.java,"WesternFood class represents a Western food item. It stores a FoodType, provides a getter, and overrides toString() to return the food type’s name. It serves as a concrete product in the Factory Method pattern."
JamesZBL,Application.java,Client (no pattern),https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/memento/Application.java,"A client inside the Memento pattern. It shows a Flower grows through stages, saving each state as a Plant memento onto a Stack. Later, it restores previous states by popping mementos, logging each transition to show undo/rollback of object state."
JamesZBL,Flower.java,Memento,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/memento/Flower.java,"The Flower is  an origintor in the Mmemnto pattern. It models a Flower with attributes like type, name, height, and weight. It simulates growth by updating size and state, supports saving and restoring state using an inner FlowerMemento class, and implements Plant enabling rollback of previous states."
JamesZBL,FlowerType.java,Memento,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/memento/FlowerType.java,"The FlowerType enum defines FlowerType with five growth stages: SEED, BURGEON, BUD, BLOOM, and DEAD. Each constant stores a descriptive name in Chinese and overrides toString() to return it, representing the lifecycle states of a flower for use in the Memento pattern."
JamesZBL,Plant.java,Memento,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/memento/Plant.java,"The Plant interface defines a Plant contract with methods to get weight, height, and type (FlowerType). It serves as a common abstraction for both the originator (Flower) and its memento in the Memento pattern, enabling consistent state representation."
JamesZBL,Application.java,Client (no pattern),https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/observer/Application.java,"Application class demonstrates the Observer pattern. A Time subject registers two observers (Northern and Southern) and repeatedly calls passing(), triggering notifications to all observers. It shows how state changes in the subject propagate updates to multiple observers."
JamesZBL,Northern.java,Observer,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/observer/Northern.java,"The Northern class is a subscriber (observer) in the Observer Pattern. It implements the TimeObserver interface for Northern people. In update(), it logs and outputs different meals based on the TimePoint (morning, noon, afternoon, evening)."
JamesZBL,Southern.java,Observer,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/observer/Southern.java,"This Southern Class is a subscriber (observer) in the Observer design pattern. It implements TimeObserver for Southern people. In update(), it logs and displays different meals based on the TimePoint (morning, noon, afternoon, evening)."
JamesZBL,Time.java,Observer,https://github.com/SamSike/DPS-Corpus/blob/main/JamesZBL/observer/Time.java,The Time class acts as a publisher in the Observer pattern. It maintains a list of subscribers (TimeObserver objects) and notifies them whenever the time state changes. Observers subscribe via addObserver() and receive updates through notifyObservers().
