Project Name,Folder Name,File Name,Summary
"AbdurRKhalid","Abstract Factory","GUIFactory.java","abstract_factory: GUIFactory acts as an abstract factory for Button, CheckBox, which is inherited by WindowsOSFactory, MacOSFactory. It is a public interface. The 2 methods of GUIFactory are createButton (Button) and createCheckBox (CheckBox). No methods call createButton and createButton calls no methods. No methods call createCheckBox and createCheckBox calls no methods.   memento: GUIFactory acts as an originator for memento Button, which is inherited by, which creates a Button Button to. GUIFactory acts as an originator for memento CheckBox, which is inherited by, which creates a CheckBox Check Box to. It is a public interface. The 2 methods of GUIFactory are createButton (Button) and createCheckBox (CheckBox). No methods call createButton and createButton calls no methods. No methods call createCheckBox and createCheckBox calls no methods.   factory_method: GUIFactory acts as a factory for WindowsOSFactory, which overrides. It is a public interface. The 2 methods of GUIFactory are..."
"AbdurRKhalid","Adapter","RoundHole.java","RoundHole does not have any design pattern.  It is a public class. The 2 methods of RoundHole are getRadius (double) and fit (boolean). No methods call getRadius and getRadius calls no methods. No methods call fit and fit calls no methods."
"AbdurRKhalid","Adapter","RoundPeg.java","adapter: RoundPeg acts as a target for adapter SquarePegAdapter, which adapts to RoundPeg. It is a public class. The only method of RoundPeg is getRadius (double). No methods call getRadius and getRadius calls no methods."
"AbdurRKhalid","Adapter","SquarePegAdapter.java","adapter: SquarePegAdapter acts as an adapter, which adapts to RoundPeg. It is a public class that extends RoundPeg. The only method of SquarePegAdapter is getRadius (double). No methods call getRadius and getRadius calls no methods."
"AbdurRKhalid","Adapter","Test.java","Test does not have any design pattern.  It is a public class. The only method of Test is main (void). No methods call main and main calls no methods."
"AbdurRKhalid","Adapter","SquarePeg.java","adapter: SquarePeg acts as an adaptee for adapter SquarePegAdapter, which adapts to RoundPeg, which adapts to RoundPeg. It is a public class. The 2 methods of SquarePeg are getWidth (double) and getSquare (double). No methods call getWidth and getWidth calls no methods. No methods call getSquare and getSquare calls no methods."
"AbdurRKhalid","Decorator","DataSourceDecorator.java","DataSourceDecorator does not have any design pattern.  It is a public class that implements DataSource. The 2 methods of DataSourceDecorator are writeData (void) and readData (String). Only one method ( main method of class Test ) calls writeData and writeData calls no methods. Only one method ( main method of class Test ) calls readData and readData calls no methods."
"AbdurRKhalid","Decorator","EncryptionDecorator.java","EncryptionDecorator does not have any design pattern.  It is a public class that extends DataSourceDecorator. The 4 methods of EncryptionDecorator are writeData (void), readData (String), encode (String) and decode (String). No methods call writeData and writeData calls only one method : encode method of class EncryptionDecorator. No methods call readData and readData calls no methods. Only one method ( writeData method of class EncryptionDecorator ) calls encode and encode calls no methods. No methods call decode and decode calls no methods."
"AbdurRKhalid","Decorator","Test.java","Test does not have any design pattern.  It is a public class. The only method of Test is main (void). No methods call main and main calls 3 methods : writeData method of class DataSourceDecorator, readData method of class DataSource and readData method of class DataSourceDecorator."
"AbdurRKhalid","Decorator","CompressionDecorator.java","CompressionDecorator does not have any design pattern.  It is a public class that extends DataSourceDecorator. The 6 methods of CompressionDecorator are getCompressionLevel (int), setCompressionLevel (void), writeData (void), readData (String), compress (String) and decompress (String). No methods call getCompressionLevel and getCompressionLevel calls no methods. No methods call setCompressionLevel and setCompressionLevel calls no methods. No methods call writeData and writeData calls only one method : compress method of class CompressionDecorator. No methods call readData and readData calls no methods. Only one method ( writeData method of class CompressionDecorator ) calls compress and compress calls no methods. No methods call decompress and decompress calls no methods."
"AbdurRKhalid","Decorator","FileDataSource.java","FileDataSource does not have any design pattern.  It is a public class that implements DataSource. The 2 methods of FileDataSource are writeData (void) and readData (String). No methods call writeData and writeData calls no methods. No methods call readData and readData calls no methods."
"AbdurRKhalid","Decorator","DataSource.java","DataSource does not have any design pattern.  It is a public interface. The 2 methods of DataSource are writeData (void) and readData (String). No methods call writeData and writeData calls no methods. Only one method ( main method of class Test ) calls readData and readData calls no methods."
"AbdurRKhalid","Facade","Codec.java","memento: Codec acts as a memento, which is inherited by OggCompressionCodec, MPEG4CompressionCodec. It is a public interface."
"AbdurRKhalid","Facade","OggCompressionCodec.java","memento: OggCompressionCodec acts as a memento. It is a public class that implements Codec."
"AbdurRKhalid","Facade","Test.java","Test does not have any design pattern.  It is a public class. The only method of Test is main (void). No methods call main and main calls only one method : convertVideo method of class VideoConversionFacade."
"AbdurRKhalid","Facade","VideoConversionFacade.java","VideoConversionFacade does not have any design pattern.  It is a public class. The only method of VideoConversionFacade is convertVideo (File). Only one method ( main method of class Test ) calls convertVideo and convertVideo calls 4 methods : read method of class BitrateReader, extract method of class CodecFactory, convert method of class BitrateReader and fix method of class AudioMixer."
"AbdurRKhalid","Facade","VideoFile.java","VideoFile does not have any design pattern.  It is a public class. The 2 methods of VideoFile are getCodecType (String) and getName (String). Only one method ( extract method of class CodecFactory ) calls getCodecType and getCodecType calls no methods. No methods call getName and getName calls no methods."
"AbdurRKhalid","Facade","AudioMixer.java","AudioMixer does not have any design pattern.  It is a public class. The only method of AudioMixer is fix (File). Only one method ( convertVideo method of class VideoConversionFacade ) calls fix and fix calls no methods."
"AbdurRKhalid","Facade","CodecFactory.java","memento: CodecFactory acts as an originator for memento Codec, which extracts Codec. It is a public class. The only method of CodecFactory is extract (Codec). Only one method ( convertVideo method of class VideoConversionFacade ) calls extract and extract calls only one method : getCodecType method of class VideoFile."
"AbdurRKhalid","Facade","MPEG4CompressionCodec.java","memento: MPEG4CompressionCodec acts as a memento. It is a public class that implements Codec."
"AbdurRKhalid","Facade","BitrateReader.java","BitrateReader does not have any design pattern.  It is a public class. The 2 methods of BitrateReader are read (VideoFile) and convert (VideoFile). Only one method ( convertVideo method of class VideoConversionFacade ) calls read and read calls no methods. Only one method ( convertVideo method of class VideoConversionFacade ) calls convert and convert calls no methods."
"AbdurRKhalid","Factory Method","WindowsButton.java","memento: WindowsButton acts as a memento, which ons Click, which ons Click. It is a public class that implements Button. The 2 methods of WindowsButton are render (void) and onClick (void). No methods call render and render calls only one method : onClick method of class WindowsButton. Only one method ( render method of class WindowsButton ) calls onClick and onClick calls no methods.   factory_method: WindowsButton acts as a product for Dialog, which overrides render method of Button, onClick method of Button. It is a public class that implements Button. The 2 methods of WindowsButton are render (void) and onClick (void). No methods call render and render calls only one method : onClick method of class WindowsButton. Only one method ( render method of class WindowsButton ) calls onClick and onClick calls no methods."
"AbdurRKhalid","Factory Method","Button.java","memento: Button acts as a memento, which is inherited by WindowsButton, HtmlButton, which ons Click, which ons Click. It is a public interface. The 2 methods of Button are render (void) and onClick (void). No methods call render and render calls no methods. No methods call onClick and onClick calls no methods.   factory_method: Button acts as an abstract product for Dialog, which is inherited by WindowsButton, HtmlButton. It is a public interface. The 2 methods of Button are render (void) and onClick (void). No methods call render and render calls no methods. No methods call onClick and onClick calls no methods."
"AbdurRKhalid","Factory Method","Test.java","Test does not have any design pattern.  It is a public class. The only method of Test is main (void). No methods call main and main calls no methods."
"AbdurRKhalid","Factory Method","Dialog.java","memento: Dialog acts as an originator for memento Button, which is inherited by, which creates a Button Button to. It is a public abstract class. The 2 methods of Dialog are renderWindow (void) and createButton (Button). No methods call renderWindow and renderWindow calls only one method : createButton method of class Dialog. Only one method ( renderWindow method of class Dialog ) calls createButton and createButton calls no methods.   factory_method: Dialog acts as a factory for Dialog, which overrides. Dialog acts as a factory method for Button, which is inherited by Dialog, Dialog. It is a public abstract class. The 2 methods of Dialog are renderWindow (void) and createButton (Button). No methods call renderWindow and renderWindow calls only one method : createButton method of class Dialog. Only one method ( renderWindow method of class Dialog ) calls createButton and createButton calls no methods."
"AbdurRKhalid","Factory Method","WindowsDialog.java","memento: WindowsDialog acts as an originator for memento Button, which creates a Button Button to. It is a public class that extends Dialog. The only method of WindowsDialog is createButton (Button). No methods call createButton and createButton calls no methods."
"AbdurRKhalid","Factory Method","HtmlDialog.java","memento: HtmlDialog acts as an originator for memento Button, which creates a Button Button to. It is a public class that extends Dialog. The only method of HtmlDialog is createButton (Button). No methods call createButton and createButton calls no methods."
"AbdurRKhalid","Factory Method","HtmlButton.java","memento: HtmlButton acts as a memento, which ons Click, which ons Click. It is a public class that implements Button. The 2 methods of HtmlButton are render (void) and onClick (void). No methods call render and render calls only one method : onClick method of class HtmlButton. Only one method ( render method of class HtmlButton ) calls onClick and onClick calls no methods.   factory_method: HtmlButton acts as a product for Dialog, which overrides render method of Button, onClick method of Button. It is a public class that implements Button. The 2 methods of HtmlButton are render (void) and onClick (void). No methods call render and render calls only one method : onClick method of class HtmlButton. Only one method ( render method of class HtmlButton ) calls onClick and onClick calls no methods."
"AbdurRKhalid","Memento","TextEditor.java","TextEditor does not have any design pattern.  It is a public class. The 2 methods of TextEditor are hitSave (void) and hitUndo (void). No methods call hitSave and hitSave calls no methods. No methods call hitUndo and hitUndo calls no methods."
"AbdurRKhalid","Memento","TextWindow.java","TextWindow does not have any design pattern.  It is a public class. The 3 methods of TextWindow are addText (void), save (TextWindowState) and restore (void). No methods call addText and addText calls no methods. No methods call save and save calls no methods. No methods call restore and restore calls no methods."
"AbdurRKhalid","Memento","TextWindowState.java","TextWindowState does not have any design pattern.  It is a public class. The only method of TextWindowState is getText (String). No methods call getText and getText calls no methods."
"AbdurRKhalid","Observer","EmailNotificationListener.java","observer: EmailNotificationListener acts as an observer, which updates String parameter of eventType, File parameter of file. It is a public class that implements EventListener. The only method of EmailNotificationListener is update (void). No methods call update and update calls no methods."
"AbdurRKhalid","Observer","EventManager.java","observer: EventManager acts as a publisher for observer EventListener, which is inherited by, which subscribes String parameter of eventType, EventListener parameter of listener, which unsubscribes String parameter of eventType, EventListener parameter of listener, which notifies String parameter of eventType, File parameter of file. It is a public class. The 3 methods of EventManager are subscribe (void), unsubscribe (void) and notify (void). No methods call subscribe and subscribe calls no methods. No methods call unsubscribe and unsubscribe calls no methods. No methods call notify and notify calls no methods."
"AbdurRKhalid","Observer","EventListener.java","observer: EventListener acts as an observer for publisher EventManager, which is inherited by EmailNotificationListener, LogOpenListener, which updates String parameter of eventType, File parameter of file. It is a public interface. The only method of EventListener is update (void). No methods call update and update calls no methods."
"AbdurRKhalid","Observer","Editor.java","Editor does not have any design pattern.  It is a public class. The 2 methods of Editor are openFile (void) and saveFile (void). No methods call openFile and openFile calls no methods. No methods call saveFile and saveFile calls no methods."
"AbdurRKhalid","Observer","LogOpenListener.java","observer: LogOpenListener acts as an observer, which updates String parameter of eventType, File parameter of file. It is a public class that implements EventListener. The only method of LogOpenListener is update (void). No methods call update and update calls no methods."
"AbdurRKhalid","Singleton","Test.java","Test does not have any design pattern.  It is a public class. The only method of Test is main (void). No methods call main and main calls no methods."
"AbdurRKhalid","Singleton","Singleton.java","Singleton does not have any design pattern.  It is a public class. The only method of Singleton is getInstance (Singleton). No methods call getInstance and getInstance calls no methods."
"AbdurRKhalid","Visitor","ComputerPart.java","visitor: ComputerPart acts as an element for visitor ComputerPart, which is inherited by Monitor, Mouse, Keyboard, Computer, which accepts ComputerPartVisitor parameter of computerPartVisitor. ComputerPart acts as a visitor for element ComputerPart, which is inherited by ComputerPartDisplayVisitor, which accepts ComputerPartVisitor parameter of computerPartVisitor. It is a public interface. The only method of ComputerPart is accept (void). 2 methods ( main method of class Test and accept method of class Computer ) call accept and accept calls no methods."
"AbdurRKhalid","Visitor","Monitor.java","Monitor does not have any design pattern.  It is a public class that extends ComputerPart and that implements ComputerPart. The only method of Monitor is accept (void). No methods call accept and accept calls only one method : visit method of class ComputerPartVisitor."
"AbdurRKhalid","Visitor","Mouse.java","Mouse does not have any design pattern.  It is a public class that extends ComputerPart and that implements ComputerPart. The only method of Mouse is accept (void). No methods call accept and accept calls only one method : visit method of class ComputerPartVisitor."
"AbdurRKhalid","Visitor","ComputerPartDisplayVisitor.java","visitor: ComputerPartDisplayVisitor acts as a visitor for element ComputerPart, which overrides, which visits Computer parameter of computer, which visits Mouse parameter of mouse, which visits Keyboard parameter of keyboard, which visits Monitor parameter of monitor. It is a public class that extends ComputerPartVisitor and that implements ComputerPartVisitor. The 4 methods of ComputerPartDisplayVisitor are visit (void), visit (void), visit (void) and visit (void). No methods call visit and visit calls no methods. No methods call visit and visit calls no methods. No methods call visit and visit calls no methods. No methods call visit and visit calls no methods."
"AbdurRKhalid","Visitor","Test.java","Test does not have any design pattern.  It is a public class. The only method of Test is main (void). No methods call main and main calls only one method : accept method of class ComputerPart."
"AbdurRKhalid","Visitor","Keyboard.java","Keyboard does not have any design pattern.  It is a public class that extends ComputerPart and that implements ComputerPart. The only method of Keyboard is accept (void). No methods call accept and accept calls only one method : visit method of class ComputerPartVisitor."
"AbdurRKhalid","Visitor","Computer.java","Computer does not have any design pattern.  It is a public class that extends ComputerPart and that implements ComputerPart. The only method of Computer is accept (void). No methods call accept and accept calls 2 methods : visit method of class ComputerPartVisitor and accept method of class ComputerPart."
"AbdurRKhalid","Visitor","ComputerPartVisitor.java","ComputerPartVisitor does not have any design pattern.  It is a public interface. The 4 methods of ComputerPartVisitor are visit (void), visit (void), visit (void) and visit (void). 4 methods ( accept method of class Keyboard, accept method of class Mouse, accept method of class Monitor and accept method of class Computer ) call visit and visit calls no methods. 4 methods ( accept method of class Keyboard, accept method of class Mouse, accept method of class Monitor and accept method of class Computer ) call visit and visit calls no methods. 4 methods ( accept method of class Keyboard, accept method of class Mouse, accept method of class Monitor and accept method of class Computer ) call visit and visit calls no methods. 4 methods ( accept method of class Keyboard, accept method of class Mouse, accept method of class Monitor and accept method of class Computer ) call visit and visit calls no methods."
"JamesZBL","abstract-factory","YoungSailor.java","observer: YoungSailor acts as an observer, which gets Description. It is a public class that implements Sailor. The only method of YoungSailor is getDescription (String). No methods call getDescription and getDescription calls no methods.   abstract_factory: YoungSailor acts as a product for TeamFactory, which overrides. It is a public class that implements Sailor. The only method of YoungSailor is getDescription (String). No methods call getDescription and getDescription calls no methods.   memento: YoungSailor acts as a memento, which gets Description. It is a public class that implements Sailor. The only method of YoungSailor is getDescription (String). No methods call getDescription and getDescription calls no methods.   factory_method: YoungSailor acts as a product for YoungTeamFactory, which overrides. It is a public class that implements Sailor. The only method of YoungSailor is getDescription (String). No methods call getDescription and getDescription calls no methods."
"JamesZBL","abstract-factory","OldShip.java","observer: OldShip acts as an observer, which gets Description. It is a public class that implements Ship. The only method of OldShip is getDescription (String). No methods call getDescription and getDescription calls no methods.   abstract_factory: OldShip acts as a product for TeamFactory, which overrides. It is a public class that implements Ship. The only method of OldShip is getDescription (String). No methods call getDescription and getDescription calls no methods.   memento: OldShip acts as a memento, which gets Description. It is a public class that implements Ship. The only method of OldShip is getDescription (String). No methods call getDescription and getDescription calls no methods."
"JamesZBL","abstract-factory","YoungTeamFactory.java","abstract_factory: YoungTeamFactory acts as a factory for TeamFactory, which overrides. It is a public class that implements TeamFactory. The 3 methods of YoungTeamFactory are createShip (Ship), createCaptain (Captain) and createSailor (Sailor). No methods call createShip and createShip calls no methods. No methods call createCaptain and createCaptain calls no methods. No methods call createSailor and createSailor calls no methods.   memento: YoungTeamFactory acts as an originator for memento Ship, which creates a Ship Ship to. YoungTeamFactory acts as an originator for memento Captain, which creates a Captain Captain to. YoungTeamFactory acts as an originator for memento Sailor, which creates a Sailor Sailor to. It is a public class that implements TeamFactory. The 3 methods of YoungTeamFactory are createShip (Ship), createCaptain (Captain) and createSailor (Sailor). No methods call createShip and createShip calls no methods. No methods call createCaptain and createCaptain calls no met..."
"JamesZBL","abstract-factory","YoungCaptain.java","observer: YoungCaptain acts as an observer, which gets Description. It is a public class that implements Captain. The only method of YoungCaptain is getDescription (String). No methods call getDescription and getDescription calls no methods.   abstract_factory: YoungCaptain acts as a product for TeamFactory, which overrides. It is a public class that implements Captain. The only method of YoungCaptain is getDescription (String). No methods call getDescription and getDescription calls no methods.   memento: YoungCaptain acts as a memento, which gets Description. It is a public class that implements Captain. The only method of YoungCaptain is getDescription (String). No methods call getDescription and getDescription calls no methods."
"JamesZBL","abstract-factory","Captain.java","observer: Captain acts as an observer for publisher Application, which is inherited by YoungCaptain, OldCaptain. It is a public interface that extends Member. abstract_factory: Captain acts as an abstract product for Captain, which is inherited by YoungCaptain, OldCaptain. It is a public interface that extends Member. memento: Captain acts as a memento, which is inherited by YoungCaptain, OldCaptain. It is a public interface that extends Member."
"JamesZBL","abstract-factory","OldSailor.java","observer: OldSailor acts as an observer, which gets Description. It is a public class that implements Sailor. The only method of OldSailor is getDescription (String). No methods call getDescription and getDescription calls no methods.   abstract_factory: OldSailor acts as a product for TeamFactory, which overrides. It is a public class that implements Sailor. The only method of OldSailor is getDescription (String). No methods call getDescription and getDescription calls no methods.   memento: OldSailor acts as a memento, which gets Description. It is a public class that implements Sailor. The only method of OldSailor is getDescription (String). No methods call getDescription and getDescription calls no methods.   factory_method: OldSailor acts as a product for YoungTeamFactory, which overrides. It is a public class that implements Sailor. The only method of OldSailor is getDescription (String). No methods call getDescription and getDescription calls no methods."
"JamesZBL","abstract-factory","NewShip.java","observer: NewShip acts as an observer, which gets Description. It is a public class that implements Ship. The only method of NewShip is getDescription (String). No methods call getDescription and getDescription calls no methods.   abstract_factory: NewShip acts as a product for TeamFactory, which overrides. It is a public class that implements Ship. The only method of NewShip is getDescription (String). No methods call getDescription and getDescription calls no methods.   memento: NewShip acts as a memento, which gets Description. It is a public class that implements Ship. The only method of NewShip is getDescription (String). No methods call getDescription and getDescription calls no methods."
"JamesZBL","abstract-factory","PermanentTeamFactory.java","abstract_factory: PermanentTeamFactory acts as a factory for TeamFactory, which overrides. It is a public class that implements TeamFactory. The 3 methods of PermanentTeamFactory are createShip (Ship), createCaptain (Captain) and createSailor (Sailor). No methods call createShip and createShip calls no methods. No methods call createCaptain and createCaptain calls no methods. No methods call createSailor and createSailor calls no methods.   memento: PermanentTeamFactory acts as an originator for memento Captain, which creates a Captain Captain to. PermanentTeamFactory acts as an originator for memento Sailor, which creates a Sailor Sailor to. PermanentTeamFactory acts as an originator for memento Ship, which creates a Ship Ship to. It is a public class that implements TeamFactory. The 3 methods of PermanentTeamFactory are createShip (Ship), createCaptain (Captain) and createSailor (Sailor). No methods call createShip and createShip calls no methods. No methods call createCaptain and cr..."
"JamesZBL","abstract-factory","OldCaptain.java","observer: OldCaptain acts as an observer, which gets Description. It is a public class that implements Captain. The only method of OldCaptain is getDescription (String). No methods call getDescription and getDescription calls no methods.   abstract_factory: OldCaptain acts as a product for TeamFactory, which overrides. It is a public class that implements Captain. The only method of OldCaptain is getDescription (String). No methods call getDescription and getDescription calls no methods.   memento: OldCaptain acts as a memento, which gets Description. It is a public class that implements Captain. The only method of OldCaptain is getDescription (String). No methods call getDescription and getDescription calls no methods."
"JamesZBL","abstract-factory","Ship.java","observer: Ship acts as an observer for publisher Application, which is inherited by OldShip, NewShip. It is a public interface that extends Member. abstract_factory: Ship acts as an abstract product for Ship, which is inherited by OldShip, NewShip. It is a public interface that extends Member. memento: Ship acts as a memento, which is inherited by OldShip, NewShip. It is a public interface that extends Member."
"JamesZBL","abstract-factory","TeamFactory.java","abstract_factory: TeamFactory acts as an abstract factory for Ship, Captain, Sailor, which is inherited by YoungTeamFactory, PermanentTeamFactory. It is a public interface. The 3 methods of TeamFactory are createShip (Ship), createCaptain (Captain) and createSailor (Sailor). No methods call createShip and createShip calls no methods. No methods call createCaptain and createCaptain calls no methods. No methods call createSailor and createSailor calls no methods.   memento: TeamFactory acts as an originator for memento Ship, which is inherited by, which creates a Ship Ship to. TeamFactory acts as an originator for memento Captain, which is inherited by, which creates a Captain Captain to. TeamFactory acts as an originator for memento Sailor, which is inherited by, which creates a Sailor Sailor to. It is a public interface. The 3 methods of TeamFactory are createShip (Ship), createCaptain (Captain) and createSailor (Sailor). No methods call createShip and createShip calls no methods. No m..."
"JamesZBL","abstract-factory","Application.java","observer: Application acts as a publisher for observer Ship, which is inherited by, which creates final parameter of TeamFactory Team, which mains String[] parameter of args, which getms Ship, which setms Ship parameter of mShip Ship, which getms Captain, which setms Captain parameter of mCaptain Captain, which getms Sailor, which setms Sailor parameter of mSailor Sailor. Application acts as a publisher for observer Sailor, which is inherited by, which creates final parameter of TeamFactory Team, which mains String[] parameter of args, which getms Ship, which setms Ship parameter of mShip Ship, which getms Captain, which setms Captain parameter of mCaptain Captain, which getms Sailor, which setms Sailor parameter of mSailor Sailor. Application acts as a publisher for observer Captain, which is inherited by, which creates final parameter of TeamFactory Team, which mains String[] parameter of args, which getms Ship, which setms Ship parameter of mShip Ship, which getms Captain, which set..."
"JamesZBL","abstract-factory","Member.java","Member does not have any design pattern.  It is a public interface. The only method of Member is getDescription (String). No methods call getDescription and getDescription calls no methods."
"JamesZBL","abstract-factory","Sailor.java","observer: Sailor acts as an observer for publisher Application, which is inherited by YoungSailor, OldSailor. It is a public interface that extends Member. abstract_factory: Sailor acts as an abstract product for Sailor, which is inherited by YoungSailor, OldSailor. It is a public interface that extends Member. memento: Sailor acts as a memento, which is inherited by YoungSailor, OldSailor. It is a public interface that extends Member. factory_method: Sailor acts as an abstract product for YoungTeamFactory, which is inherited by YoungSailor, OldSailor. It is a public interface that extends Member."
"JamesZBL","adapter","Bus.java","Bus does not have any design pattern.  It is a public class. The only method of Bus is run (void). No methods call run and run calls no methods."
"JamesZBL","adapter","Car.java","decorator: Car acts as a component for Driver, which is inherited by BusAdapter. It is a public interface. The only method of Car is drive (void). No methods call drive and drive calls no methods."
"JamesZBL","adapter","Driver.java","decorator: Driver acts as a decorator for component Car, which is inherited by. It is a public class that implements Car. The only method of Driver is drive (void). No methods call drive and drive calls no methods."
"JamesZBL","adapter","Application.java","Application does not have any design pattern.  It is a public class. The only method of Application is main (void). No methods call main and main calls no methods."
"JamesZBL","adapter","BusAdapter.java","decorator: BusAdapter acts as a component for decorator Driver, which overrides driveCar. It is a public class that implements Car. The only method of BusAdapter is drive (void). No methods call drive and drive calls no methods."
"JamesZBL","decorator","HammerSmithOperation.java","decorator: HammerSmithOperation acts as a decorator for component Operation, which is inherited by. It is a public class that implements Operation. The 3 methods of HammerSmithOperation are checkBefore (void), join (void) and chekcAfter (void). No methods call checkBefore and checkBefore calls no methods. No methods call join and join calls no methods. No methods call chekcAfter and chekcAfter calls no methods."
"JamesZBL","decorator","Operation.java","decorator: Operation acts as a component for HammerSmithOperation, which is inherited by CarpenterOperation, CarpenterOperation, CarpenterOperation. It is a public interface. The 3 methods of Operation are checkBefore (void), join (void) and chekcAfter (void). No methods call checkBefore and checkBefore calls no methods. No methods call join and join calls no methods. No methods call chekcAfter and chekcAfter calls no methods."
"JamesZBL","decorator","Application.java","Application does not have any design pattern.  It is a public class. The only method of Application is main (void). No methods call main and main calls no methods."
"JamesZBL","decorator","CarpenterOperation.java","decorator: CarpenterOperation acts as a component for decorator HammerSmithOperation, which overrides checkBeforeOperation, joinOperation, chekcAfterOperation. It is a public class that implements Operation. The 3 methods of CarpenterOperation are checkBefore (void), join (void) and chekcAfter (void). No methods call checkBefore and checkBefore calls no methods. No methods call join and join calls no methods. No methods call chekcAfter and chekcAfter calls no methods."
"JamesZBL","facade","CourseFacade.java","CourseFacade does not have any design pattern.  It is a public class. The 3 methods of CourseFacade are prepare (void), proceed (void) and stop (void). No methods call prepare and prepare calls no methods. No methods call proceed and proceed calls no methods. No methods call stop and stop calls no methods."
