base_project,project_path,filename,summary_human,summary_method,cosine_similarity,bert_precision,bert_recall,bert_f1
AbdurRKhalid,AbdurRKhalid/Behavioral/Visitor,Monitor.java,The Monitor class is a Concrete Element implementing the ComputerPart interface to allow operations from a visitor.,The Monitor class acts as a concrete element in the visitor pattern.,0.43957499395887456,0.9279832,0.8856183,0.906306
AbdurRKhalid,AbdurRKhalid/Behavioral/Visitor,Mouse.java,The Mouse class is a Concrete Element implementing the ComputerPart interface to support visitor operations.,The Mouse class acts as a concrete element in the visitor pattern.,0.4581994597759257,0.9204838,0.8818872,0.9007723
AbdurRKhalid,AbdurRKhalid/Behavioral/Visitor,Test.java,The Test class serves as a Client demonstrating the use of the pattern by applying a visitor to a Computer component.,The Test class.,0.476649069709876,0.9013904,0.8388021,0.86897075
AbdurRKhalid,AbdurRKhalid/Creational/Abstract Factory/AbstractFactory,GUIFactory.java,The GUIFactory interface defines an Abstract Factory setting the framework for creating families of related GUI products without specifying concrete classes.,"The GUIFactory class acts as an originator in the memento pattern and acts as a factory in the factory_method pattern and provides methods to create, create, check for managing factory.",0.1990147233108582,0.8565614,0.8755963,0.8659743
AbdurRKhalid,AbdurRKhalid/Creational/Abstract Factory/Client,Application.java,"The Application class acts as a Client in the Abstract Factory design pattern, using a GUIFactory to create and manage related GUI components.",The Application class acts as a caretaker in the memento pattern.,0.44822314834066906,0.90618,0.8782754,0.8920095
AbdurRKhalid,AbdurRKhalid/Creational/Abstract Factory/ConcreteFactory,MacOSFactory.java,"The MacOSFactory class is a Concrete Factory, implementing the GUIFactory interface to create MacOS specific GUI components.","The MacOSFactory class acts as a factory in the abstract_factory pattern and acts as an originator in the memento pattern and provides methods to create, create, check for managing factory.",0.285764182917053,0.86783886,0.89530575,0.8813583
AbdurRKhalid,AbdurRKhalid/Creational/Abstract Factory/ConcreteFactory,WindowsOSFactory.java,"The WindowOSFactory class is a Concrete Factory, implementing the GUIFactory interface to create Windows OS specific GUI components.","The WindowsOSFactory class acts as a factory in the abstract_factory pattern, acts as an originator in the memento pattern and acts as a factory in the factory_method pattern and provides methods to create, create, check for managing factory.",0.23968541536527269,0.854222,0.88289636,0.8683225
AbdurRKhalid,AbdurRKhalid/Creational/Abstract Factory/Products,Button.java,Button is a product interface in Abstract Factory having a paint method,The Button class acts as an abstract product in the abstract_factory pattern and acts as a memento in the memento pattern for managing button.,0.1785507561158308,0.8456188,0.86620986,0.85579044
AbdurRKhalid,AbdurRKhalid/Creational/Abstract Factory/Products,CheckBox.java,Checkbox is a product interface in Abstract Factory having a paint method,"The CheckBox class acts as an abstract product in the abstract_factory pattern, acts as a memento in the memento pattern and acts as an abstract product in the factory_method pattern.",0.17854882396791985,0.82922477,0.86220175,0.84539175
AbdurRKhalid,AbdurRKhalid/Creational/Abstract Factory/Products,MacOSButton.java,The MacOSButton class is a Concrete Product implementing the Button interface to provide a specific version of a button tailored for the MacOS platform.,The MacOSButton class acts as a product in the abstract_factory pattern and acts as a memento in the memento pattern for managing button.,0.3049722177843162,0.8695009,0.88747066,0.8783938
AbdurRKhalid,AbdurRKhalid/Creational/Abstract Factory/Products,MacOSCheckBox.java,The MacOSCheckBox class is a Concrete Product implementing the Checkbox interface to provide a specific version of a checkbox tailored for the MacOS platform.,"The MacOSCheckBox class acts as a product in the abstract_factory pattern, acts as a memento in the memento pattern and acts as a product in the factory_method pattern.",0.2291717630216416,0.8494387,0.8869034,0.86776686
AbdurRKhalid,AbdurRKhalid/Creational/Abstract Factory/Products,WindowsButton.java,The Windows Button class is a Concrete Product implementing the Button interface to provide a specific version of a button tailored for the Windows platform.,The WindowsButton class acts as a product in the abstract_factory pattern and acts as a memento in the memento pattern for managing button.,0.2712315725449669,0.8655,0.88215107,0.87374616
AbdurRKhalid,AbdurRKhalid/Creational/Abstract Factory/Products,WindowsCheckBox.java,The WindowsCheckBox class is a Concrete Product implementing the Checkbox interface to provide a specific version of a checkbox tailored for the Windows platform.,"The WindowsCheckBox class acts as a product in the abstract_factory pattern, acts as a memento in the memento pattern and acts as a product in the factory_method pattern.",0.2291717630216416,0.84803516,0.88428223,0.86577946
AbdurRKhalid,AbdurRKhalid/Creational/Abstract Factory,Test.java,The Test class serves as a Client demonstrating the creation and usage of a Windows specific application interface,The Test class.,0.4237327171150526,0.92347306,0.8347923,0.8768963
AbdurRKhalid,AbdurRKhalid/Creational/Factory Method/Client,Test.java,The Test class is a Client demonstrating how to create and utilize a specific dialog that generates buttons.,The Test class.,0.3234269579951918,0.91143763,0.84789634,0.87851954
AbdurRKhalid,AbdurRKhalid/Creational/Factory Method/ConcreteCreator,HtmlDialog.java,The HtmlDialog class is a Concrete Creator extending the Dialog class to produce HTML specific buttons.,The HtmlDialog class acts as an originator in the memento pattern and provides methods to create for managing dialog.,0.2995518020500757,0.87833434,0.89687353,0.88750714
AbdurRKhalid,AbdurRKhalid/Creational/Factory Method/ConcreteCreator,WindowsDialog.java,The WindowsDialog class is a Concrete Creator extending the Dialog class to produce Windows specific buttons.,The WindowsDialog class acts as an originator in the memento pattern and provides methods to create for managing dialog.,0.2995518020500757,0.8718751,0.88977885,0.88073605
AbdurRKhalid,AbdurRKhalid/Creational/Factory Method/ConcreteProduct,HtmlButton.java,"The HtmlButton class is a Concrete Product, implementing the Button interface to provide an HTML specific button functionality.",The HtmlButton class acts as a memento in the memento pattern and acts as a product in the factory_method pattern and provides methods to render for managing button.,0.25692135621831313,0.8769602,0.9070219,0.89173776
AbdurRKhalid,AbdurRKhalid/Creational/Factory Method/ConcreteProduct,WindowsButton.java,"The WindowsButton class is a Concrete Product, implementing the Button interface to provide a Windows specific button functionality.",The WindowsButton class acts as a memento in the memento pattern and acts as a product in the factory_method pattern and provides methods to render for managing button.,0.26589167418757287,0.86780363,0.89655507,0.8819451
AbdurRKhalid,AbdurRKhalid/Creational/Factory Method/Factory,Dialog.java,The Dialog class is an Abstract Creator providing a template for creating dialogs that can generate buttons.,"The Dialog class acts as an originator in the memento pattern and acts as a factory in the factory_method pattern and provides methods to render, create for managing dialog.",0.17836902450088638,0.8676862,0.90922195,0.8879686
AbdurRKhalid,AbdurRKhalid/Creational/Factory Method/Product,Button.java,The Button interface defines a Product establishing a contract for button components that can be created by concrete creators.,The Button class acts as a memento in the memento pattern and acts as an abstract product in the factory_method pattern and provides methods to render for managing button.,0.1813827401852396,0.8472393,0.8802799,0.8634436
AbdurRKhalid,AbdurRKhalid/Behavioral/Memento/CareTaker,TextEditor.java,"This class implements the caretaker for the Memento pattern for a text editor. It uses TextWindow as the originator and TextWindowState as the memento to save and restore text state. hitSave() stores the current state, and hitUndo() restores the previously saved state.",The TextEditor class and provides methods to save for managing text.,0.3705230796782742,0.89419377,0.8397143,0.86609817
AbdurRKhalid,AbdurRKhalid/Behavioral/Memento/Memento,TextWindowState.java,"This class represents the Memento in the pattern. It stores the text state of a TextWindow in an immutable way, providing a getText() method to retrieve the saved content.","The TextWindowState class and provides methods to get for managing text, window.",0.199041975572845,0.90086544,0.8669565,0.88358575
AbdurRKhalid,AbdurRKhalid/Behavioral/Memento/Originator,TextWindow.java,"This class represents Memento pattern enabling saving and restoring text in a TextWindow. TextWindowState stores text snapshots, TextWindow creates and restores these states, and TextEditor acts as caretaker, providing hitSave() and hitUndo() to manage text history.","The TextWindow class and provides methods to add, save for managing text, window.",0.27236617162984966,0.887362,0.84921235,0.86786807
AbdurRKhalid,AbdurRKhalid/Creational/Singleton/Singleton,Singleton.java,"This class implements the Singleton pattern, ensuring only one instance exists. getInstance() creates the instance if null and returns it; the constructor is private to prevent direct instantiation. The instance holds a value string.",The Singleton class is part of the Singleton pattern and provides methods to get.,0.3522089861652814,0.89993733,0.8521807,0.8754082
AbdurRKhalid,AbdurRKhalid/Creational/Singleton/Client,Test.java,"The test class is a client. and makes two calls to getInstance() with different values return the same instance, proving only one object exists.",The Test class.,0.3500245367291547,0.8888037,0.82094085,0.85352546
AbdurRKhalid,AbdurRKhalid/Structural/Adapter/Adapte,SquarePeg.java,"SquarePeg is an adaptee that represents a square peg with a given width. It provides methods to retrieve the width and calculate its area (getSquare()), which returns the square of the width using Math.pow().","The SquarePeg class acts as an adaptee in the adapter pattern and provides methods to get, get.",0.26674078530706585,0.88864356,0.85929054,0.87372065
AbdurRKhalid,AbdurRKhalid/Structural/Adapter/Adapter,SquarePegAdapter.java,"SquarePegAdapter is an adapter that adapts a SquarePeg to behave like a RoundPeg. It overrides getRadius() to calculate an equivalent radius for the square peg using the formula based on its width, enabling compatibility with round hole logic in the Adapter pattern.",The SquarePegAdapter class acts as an adapter in the adapter pattern and provides methods to get for managing adapter.,0.3830440564883871,0.8854928,0.85554385,0.8702607
AbdurRKhalid,AbdurRKhalid/Structural/Adapter/Target,RoundHole.java,"RoundHole is a target adapter representing a circular hole with a fixed radius. It provides getRadius() and a fits() method to check if a given RoundPeg can fit inside by comparing their radii, forming part of the Adapter pattern for compatibility between round and square pegs.",The RoundHole class and provides methods to get.,0.2015785550412112,0.8939593,0.8270047,0.8591795
AbdurRKhalid,AbdurRKhalid/Structural/Adapter/Target,RoundPeg.java,"RoundPeg is a target adapter that represents a circular peg with a radius. It provides constructors for initialization and a getRadius() method to retrieve the radius, serving as the target interface in the Adapter pattern for compatibility with RoundHole.",The RoundPeg class acts as a target in the adapter pattern and provides methods to get.,0.4228407409369357,0.9241871,0.8776759,0.90033126
AbdurRKhalid,AbdurRKhalid/Structural/Adapter,Test.java,"This test demonstrates is a client. A RoundHole checks if a RoundPeg fits, then uses SquarePegAdapter to adapt square pegs for compatibility. The output confirms that a small square peg fits while a large one does not, validating the adapter’s role in bridging incompatible interfaces.",The Test class.,0.16226096560840897,0.8811229,0.813991,0.8462276
AbdurRKhalid,AbdurRKhalid/Structural/Decorator/Component,DataSource.java,"DataSource is an Decorator interface defining two methods: writeData(String data) for storing data and readData() for retrieving it. It serves as the base component in the Decorator pattern, allowing flexible extension of data handling functionality.","The DataSource class and provides methods to write, read for managing data.",0.2658457412181192,0.8959489,0.8596968,0.87744856
AbdurRKhalid,AbdurRKhalid/Structural/Decorator/ConcreteComponent,FileDataSource.java,"FileDataSource is a concrete component implementation of DataSource that reads and writes data to a file. It uses FileOutputStream for writing and FileReader for reading, handling I/O exceptions gracefully. This class acts as the core component in the Decorator pattern for file-based storage.","The FileDataSource class and provides methods to write, read for managing file, data.",0.3349573518318241,0.89610445,0.8638709,0.8796925
AbdurRKhalid,AbdurRKhalid/Structural/Decorator/ConcreteDecorator,CompressionDecorator.java,CompressionDecorator is a concrete decorator that extends DataSourceDecorator to add transparent compression. It Base64-encodes compressed data when writing (using Deflater with configurable level) and decodes/decompresses when reading (using Inflater). This decorates any DataSource with compress/decompress behavior without changing the underlying component.,"The CompressionDecorator class is part of the Decorator pattern and provides methods to get, set, write, read.",0.13689206180850202,0.88363993,0.8403629,0.86145824
AbdurRKhalid,AbdurRKhalid/Structural/Decorator/ConcreteDecorator,EncryptionDecorator.java,"EncryptionDecorator is a concrete decorator that adds simple encoding/decoding to any DataSource. On write, it shifts each byte by +1 and Base64-encodes; on read, it Base64-decodes and shifts bytes back by −1. It transparently layers encryption behavior without modifying the wrapped component.","The EncryptionDecorator class is part of the Decorator pattern and provides methods to write, read.",0.20528363966680993,0.88759124,0.83038247,0.8580344
AbdurRKhalid,AbdurRKhalid/Structural/Decorator/Decorator,DataSourceDecorator.java,DataSourceDecorator is an abstract decorator implementing DataSource. It holds a reference to another DataSource (wrappee) and delegates writeData() and readData() calls to it. This class forms the base for concrete decorators that add extra functionality without altering the original component.,"The DataSourceDecorator class is part of the Decorator pattern and provides methods to write, read for managing data.",0.2705809174285885,0.8943925,0.8679826,0.8809897
AbdurRKhalid,AbdurRKhalid/Structural/Facade,AudioMixer.java,"AudioMixer is a part of a facade pattern. It simulates audio processing for video files. Its fix() method prints a message indicating audio adjustment and returns a temporary File object, representing the processed output.",The AudioMixer class.,0.128160712011936,0.9080535,0.8366084,0.8708681
AbdurRKhalid,AbdurRKhalid/Structural/Facade,BitrateReader.java,"BitrateReader provides static methods for video processing. read() simulates reading a video file with a given codec, while convert() simulates writing or converting the file. Both methods print status messages and return the processed VideoFile, forming part of a Facade pattern for media conversion","The BitrateReader class and provides methods to read, convert.",0.28352868500747297,0.9026113,0.84078044,0.87059945
AbdurRKhalid,AbdurRKhalid/Structural/Facade,Codec.java,"Codec is a marker interface representing a video codec type. It defines no methods but serves as a common type for codec implementations, enabling polymorphism in video processing operations within the Facade pattern.",The Codec class acts as a memento in the memento pattern.,0.22045499311356975,0.8704425,0.8556302,0.8629728
AbdurRKhalid,AbdurRKhalid/Structural/Facade,CodecFactory.java,CodecFactory is a helper in the facade pattern that determines the codec type of a VideoFile and returns the appropriate implementation (MPEG4CompressionCodec or OggCompressionCodec). It prints diagnostic messages during extraction for video conversion.,The CodecFactory class acts as an originator in the memento pattern for managing factory.,0.26371822818271545,0.87684816,0.83765084,0.85680145
AbdurRKhalid,AbdurRKhalid/Structural/Facade,MPEG4CompressionCodec.java,"MPEG4CompressionCodec is a concrete implementation of the Codec interface representing the MP4 format. It defines a public type field set to ""mp4"", used for identifying the codec during video processing in the Facade pattern",The MPEG4CompressionCodec class acts as a memento in the memento pattern.,0.275967160950755,0.87915194,0.8556081,0.8672203
AbdurRKhalid,AbdurRKhalid/Structural/Facade,OggCompressionCodec.java,"OggCompressionCodec is a concrete implementation of the Codec interface in the facade pattern representing the OGG format. It contains a public type field set to ""ogg"", used for identifying the codec during video conversion.",The OggCompressionCodec class acts as a memento in the memento pattern.,0.275967160950755,0.8787464,0.8569905,0.86773217
AbdurRKhalid,AbdurRKhalid/Structural/Facade,Test.java,"This test demonstrates the Facade pattern. It uses VideoConversionFacade to convert an OGG video file to MP4 format, hiding complex operations like codec extraction, bitrate reading, audio fixing, and file handling behind a simple convertVideo() method for ease of use.",The Test class.,0.1101118388416404,0.8789713,0.802875,0.83920157
AbdurRKhalid,AbdurRKhalid/Structural/Facade,VideoConversionFacade.java,"VideoConversionFacade, part of facade pattern, simplifies video conversion by hiding complex steps that are codec extraction, bitrate reading, format conversion, and audio fixing behind a single convertVideo() method. It uses helper classes (CodecFactory, BitrateReader, AudioMixer) and returns the final converted file.",The VideoConversionFacade class is part of the Facade pattern and provides methods to convert.,0.2191781376335875,0.9173206,0.85371935,0.88437796
AbdurRKhalid,AbdurRKhalid/Structural/Facade,VideoFile.java,"VideoFile represents a video with a name and codec type. The codec type is derived from the file extension in the constructor. It provides getCodecType() and getName() methods for accessing these properties, supporting video conversion operations in the Facade pattern.","The VideoFile class and provides methods to get, get for managing file.",0.24842575708695114,0.8933756,0.8430219,0.86746866
JamesZBL,JamesZBL/abstract-factory,Captain.java,"The Captain interface in the Abstract Factory pattern defines a type of Member, serving as a blueprint for creating consistent captain objects.","The Captain class acts as a subscriber in the observer pattern, acts as an abstract product in the abstract_factory pattern and acts as a memento in the memento pattern.",0.364104643564653,0.8528137,0.88389796,0.86807764
JamesZBL,JamesZBL/abstract-factory,Member.java,"The Member interface defines a contract for ship members or related entities, requiring them to provide a description via the getDescription() method, supporting the Abstract Factory pattern's consistency",The Member class and provides methods to get.,0.19233719952269693,0.9072839,0.8498318,0.8776186
JamesZBL,JamesZBL/abstract-factory,NewShip.java,"The NewShip class implements the Ship interface and represents a specific type of ship with a fixed description, ""I am a brand-new ship,"" supporting the Abstract Factory pattern's product creation.","The NewShip class acts as a subscriber in the observer pattern, acts as a product in the abstract_factory pattern and acts as a memento in the memento pattern and provides methods to get.",0.24278598839933685,0.85609084,0.8731289,0.864526
JamesZBL,JamesZBL/abstract-factory,OldCaptain.java,"The OldCaptain class implements the Captain interface and represents a specific type of captain with a fixed description, ""I am an old captain,"" aligning with the Abstract Factory pattern's product family.","The OldCaptain class acts as a subscriber in the observer pattern, acts as a product in the abstract_factory pattern and acts as a memento in the memento pattern and provides methods to get.",0.2321749167039798,0.8490287,0.86165416,0.8552948
JamesZBL,JamesZBL/abstract-factory,OldSailor.java,"The OldSailor class implements the Sailor interface and represents a specific type of sailor with a fixed description, ""I am an old sailor,"" as part of the Abstract Factory pattern's product family.","The OldSailor class acts as a subscriber in the observer pattern, acts as a product in the abstract_factory pattern, acts as a memento in the memento pattern and acts as a product in the factory_method pattern and provides methods to get.",0.278773621932298,0.84509,0.86543447,0.8551412
JamesZBL,JamesZBL/abstract-factory,OldShip.java,"The OldShip class implements the Ship interface and represents an old ship with a fixed description, ""I am a worn-out ship,"" as part of the Abstract Factory pattern's product family.","The OldShip class acts as a subscriber in the observer pattern, acts as a product in the abstract_factory pattern and acts as a memento in the memento pattern and provides methods to get.",0.28913348786169807,0.8548968,0.8659011,0.8603638
JamesZBL,JamesZBL/abstract-factory,PermanentTeamFactory.java,"The PermanentTeamFactory class implements the TeamFactory interface, creating a family of related products (OldShip, OldCaptain, and OldSailor), demonstrating the Abstract Factory pattern's ability to produce consistent object groups.","The PermanentTeamFactory class acts as a factory in the abstract_factory pattern and acts as an originator in the memento pattern and provides methods to create, create, create for managing factory.",0.28079024643369066,0.8663297,0.8649274,0.865628
JamesZBL,JamesZBL/abstract-factory,Sailor.java,"The Sailor interface extends Member, representing a specialized type of team member in the Abstract Factory pattern.","The Sailor class acts as a subscriber in the observer pattern, acts as an abstract product in the abstract_factory pattern, acts as a memento in the memento pattern and acts as an abstract product in the factory_method pattern.",0.294147008296587,0.8416665,0.8797657,0.8602945
JamesZBL,JamesZBL/abstract-factory,Ship.java,"The Ship interface extends Member, defining a specific type of team member within the Abstract Factory pattern.","The Ship class acts as a subscriber in the observer pattern, acts as an abstract product in the abstract_factory pattern and acts as a memento in the memento pattern.",0.22509896445544597,0.85884356,0.88713956,0.87276226
JamesZBL,JamesZBL/abstract-factory,TeamFactory.java,"The TeamFactory interface defines methods to create related objects (Ship, Captain, Sailor), forming a cohesive team in the Abstract Factory pattern.","The TeamFactory class acts as an originator in the memento pattern and acts as a factory in the factory_method pattern and provides methods to create, create, create for managing factory.",0.3695043310831283,0.8895157,0.8871976,0.88835514
JamesZBL,JamesZBL/abstract-factory,YoungCaptain.java,"The YoungCaptain class implements Captain, representing a young captain, adhering to the Abstract Factory pattern.","The YoungCaptain class acts as a subscriber in the observer pattern, acts as a product in the abstract_factory pattern and acts as a memento in the memento pattern and provides methods to get.",0.25227812500307684,0.8434997,0.88676524,0.8645916
JamesZBL,JamesZBL/abstract-factory,YoungSailor.java,"The YoungSailor class implements Sailor, representing a young sailor aligning with the Abstract Factory pattern.","The YoungSailor class acts as a subscriber in the observer pattern, acts as a product in the abstract_factory pattern, acts as a memento in the memento pattern and acts as a product in the factory_method pattern and provides methods to get.",0.22417145682178477,0.8370006,0.8911003,0.8632036
JamesZBL,JamesZBL/abstract-factory,YoungTeamFactory.java,"The YoungTeamFactory class implements TeamFactory, creating a cohesive set of ""young"" team objects in the Abstract Factory pattern.","The YoungTeamFactory class acts as a factory in the abstract_factory pattern, acts as an originator in the memento pattern and acts as a factory in the factory_method pattern and provides methods to create, create, create for managing factory.",0.3156777202425848,0.8613957,0.901375,0.88093203
JamesZBL,JamesZBL/adapter,Application.java,"This code demonstrates the client which allow the Driver class to interact with a Bus interface in a compatible way, enabling the drive method to work seamlessly without modifying the existing Driver class.",The Application class acts as a publisher in the observer pattern and acts as a caretaker in the memento pattern and provides methods to create.,0.2677683716516401,0.85014045,0.86384356,0.8569372
JamesZBL,JamesZBL/adapter,Bus.java,"This code defines the Bus class, which acts as the adaptee in the Adapter Design Pattern, providing the run method that the adapter will adapt to a compatible interface for the client.",The Bus class and provides methods to run.,0.3273087066559603,0.91680115,0.85651225,0.88563186
JamesZBL,JamesZBL/adapter,BusAdapter.java,"BusAdapter is an adapter implements the Car interface by internally using a Bus object. It adapts the Bus method run() to the Car method drive(), enabling a bus to behave like a car through the adapter pattern.",The BusAdapter class acts as a component in the decorator pattern for managing adapter.,0.2452835539406839,0.8914971,0.8613568,0.87616783
JamesZBL,JamesZBL/adapter,Car.java,"Car interface is an interface with a single method drive(). It represents the target interface in the Adapter pattern, which clients expect to use. Classes like BusAdapter implement this interface to adapt other types (e.g., Bus) to behave like a Car.",The Car class acts as a component in the decorator pattern.,0.18342202727309942,0.9035565,0.84543705,0.8735311
JamesZBL,JamesZBL/adapter,Driver.java,"Driver implements Car but actually delegates to another Car instance (car.drive()). It acts as the client/invoker that works against the target interface (Car), enabling dependency injection.",The Driver class acts as a decorator in the decorator pattern.,0.17578607839334628,0.86543214,0.83468413,0.8497801
JamesZBL,JamesZBL/decorator,Application.java,"Application demonstrates the Decorator pattern as a client. It first executes a basic CarpenterOperation, then decorates it with HammerSmithOperation to add extra functionality. The main method logs steps and calls checkBefore(), join(), and checkAfter() for both operations, showing layered behaviour enhancement.",The Application class.,0.16415743414474543,0.88268435,0.81352127,0.84669274
JamesZBL,JamesZBL/decorator,CarpenterOperation.java,"CarpenterOperation class implements Operation for a carpenter’s tasks as a prt of a decorator design pattern. It logs three steps that are checking wood, crafting the hammer handle, and inspecting the finished handle.",The CarpenterOperation class acts as a component in the decorator pattern and provides methods to check for managing operation.,0.30560376553926416,0.9007789,0.8575541,0.87863517
JamesZBL,JamesZBL/decorator,HammerSmithOperation.java,"HammerSmithOperation is a decorator that adds ironwork steps to an existing Operation. It wraps a previous operation and extends its behaviour by logging extra tasks that are checking iron, forging the hammerhead, and inspecting the finished head, while preserving the original steps.",The HammerSmithOperation class acts as a decorator in the decorator pattern and provides methods to check for managing operation.,0.26611638788853903,0.88175476,0.8567656,0.8690806
JamesZBL,JamesZBL/decorator,Operation.java,"This Operation interface is a component in a decorator pattern that defines three methods namely checkBefore(), join(), and chekcAfter() representing sequential steps for an assembly line operation.",The Operation class acts as a component in the decorator pattern and provides methods to check for managing operation.,0.29457556864232226,0.9355521,0.86836886,0.90070945
JamesZBL,JamesZBL/facade,Application.java,"This code demonstrates the Facade pattern by using CourseFacade to simplify complex operations. The main method calls prepare(), proceed(), and stop() through the facade, providing a unified interface for managing course-related processes.",The Application class.,0.1608836095299996,0.88852453,0.82249177,0.8542339
JamesZBL,JamesZBL/facade,CourseFacade.java,"CourseFacade implements the Facade pattern by managing a list of course participants (CourseTeacher and CourseStudent). It provides simplified methods, prepare(), proceed(), and stop() that internally trigger multiple actions for all participants, hiding complex interactions behind a single unified interface.",The CourseFacade class is part of the Facade pattern and provides methods to stop.,0.2962328308383799,0.9165311,0.8538132,0.8840612
JamesZBL,JamesZBL/facade,CourseParticipator.java,"CourseParticipator is an abstract class represents a course participant with methods for preparing, proceeding, stopping, going to school, and going home in a Facade pattern. It uses an Event enum and an action() dispatcher to execute these steps dynamically, logging each action. It serves as a base for concrete participant types.",The CourseParticipator class and provides methods to stop.,0.19048857535919922,0.8675631,0.81763935,0.8418617
JamesZBL,JamesZBL/facade,CourseStudent.java,"CourseStudent in a facade pattern represents a student as a concrete implementation of CourseParticipator. It overrides the name() method to return ""Student"" (in mandarin), enabling event driven actions like preparing, attending, and finishing class through the inherited behaviour from the abstract base class.",The CourseStudent class.,0.3670649218292096,0.8928878,0.8100346,0.8494456
JamesZBL,JamesZBL/facade,CourseTeacher.java,"CourseTeacher class inside the facade pattern represents a teacher as a concrete implementation of CourseParticipator. It overrides the name() method enabling event driven actions like preparing, teaching, and finishing class through inherited behaviour from the abstract base class.",The CourseTeacher class.,0.4627206509491625,0.8957048,0.8200873,0.8562297
JamesZBL,JamesZBL/factory-method,Application.java,"Application demonstrates the Factory Method pattern. It uses different Cook implementations (WesternCook, ChineseCook) to create Food objects of types COLD and HOT. It logs the prepared food, showing how object creation is delegated to subclasses for flexibility.",The Application class.,0.16415743414474543,0.89450586,0.825998,0.85888803
JamesZBL,JamesZBL/factory-method,ChineseCook.java,"ChineseCook implements the Cook interface for Chinese cuisine. It overrides cookFood() to create and return a ChineseFood object based on the specified FoodType, serving as a concrete factory in the Factory Method pattern.","The ChineseCook class acts as a factory in the abstract_factory pattern, acts as an originator in the memento pattern and acts as a factory in the factory_method pattern.",0.39479985306630616,0.8696975,0.86329615,0.86648506
JamesZBL,JamesZBL/factory-method,ChineseFood.java,"ChineseFood represents a Chinese food item. It stores a FoodType, provides a getter, and overrides toString() to return the food type’s name. It serves as a concrete product in the Factory Method pattern.","The ChineseFood class acts as a factory in the abstract_factory pattern, acts as a memento in the memento pattern and acts as a product in the factory_method pattern and provides methods to get.",0.34135656150414084,0.86234605,0.86917275,0.86574596
